idCiudad,Numero,Nombre,Estado_idEstado
817,31,EPITACIO HUERTA,16
818,32,ERONGARÍCUARO,16
819,33,GABRIEL ZAMORA,16
820,34,HIDALGO,16
821,35,LA HUACANA,16
822,36,HUANDACAREO,16
823,37,HUANIQUEO,16
824,38,HUETAMO,16
825,39,HUIRAMBA,16
826,40,INDAPARAPEO,16
827,41,IRIMBO,16
828,42,IXTLÁN,16
829,43,JACONA,16
830,44,JIMÉNEZ,16
831,45,JIQUILPAN,16
832,46,JUÁREZ,16
833,47,JUNGAPEO,16
834,48,LAGUNILLAS,16
835,49,MADERO,16
836,50,MARAVATÍO,16
837,51,MARCOS CASTELLANOS,16
838,52,LÁZARO CÁRDENAS,16
839,53,MORELIA,16
840,54,MORELOS,16
841,55,MÚGICA,16
842,56,NAHUATZEN,16
843,57,NOCUPÉTARO,16
844,58,NUEVO PARANGARICUTIRO,16
845,59,NUEVO URECHO,16
846,60,NUMARÁN,16
847,61,OCAMPO,16
848,62,PAJACUARÁN,16
849,63,PANINDÍCUARO,16
850,64,PARÁCUARO,16
851,65,PARACHO,16
852,66,PÁTZCUARO,16
853,67,PENJAMILLO,16
854,68,PERIBÁN,16
855,69,LA PIEDAD,16
856,70,PURÉPERO,16
857,71,PURUÁNDIRO,16
858,72,QUERÉNDARO,16
859,73,QUIROGA,16
860,74,COJUMATLÁN DE RÉGULES,16
861,75,LOS REYES,16
862,76,SAHUAYO,16
863,77,SAN LUCAS,16
864,78,SANTA ANA MAYA,16
865,79,SALVADOR ESCALANTE,16
866,80,SENGUIO,16
867,81,SUSUPUATO,16
868,82,TACÁMBARO,16
869,83,TANCÍTARO,16
870,84,TANGAMANDAPIO,16
871,85,TANGANCÍCUARO,16
872,86,TANHUATO,16
873,87,TARETAN,16
874,88,TARÍMBARO,16
875,89,TEPALCATEPEC,16
876,90,TINGAMBATO,16
877,91,TINGÜINDÍN,16
878,92,TIQUICHEO DE NICOLÁS ROMERO,16
879,93,TLALPUJAHUA,16
880,94,TLAZAZALCA,16
881,95,TOCUMBO,16
882,96,TUMBISCATÍO,16
883,97,TURICATO,16
884,98,TUXPAN,16
885,99,TUZANTLA,16
886,100,TZINTZUNTZAN,16
887,101,TZITZIO,16
888,102,URUAPAN,16
889,103,VENUSTIANO CARRANZA,16
890,104,VILLAMAR,16
891,105,VISTA HERMOSA,16
892,106,YURÉCUARO,16
893,107,ZACAPU,16
894,108,ZAMORA,16
895,109,ZINÁPARO,16
896,110,ZINAPÉCUARO,16
897,111,ZIRACUARETIRO,16
898,112,ZITÁCUARO,16
899,113,JOSÉ SIXTO VERDUZCO,16
900,1,AMACUZAC,17
901,2,ATLATLAHUCAN,17
902,3,AXOCHIAPAN,17
903,4,AYALA,17
904,5,COATLÁN DEL RÍO,17
905,6,CUAUTLA,17
906,7,CUERNAVACA,17
907,8,EMILIANO ZAPATA,17
908,9,HUITZILAC,17
909,10,JANTETELCO,17
910,11,JIUTEPEC,17
911,12,JOJUTLA,17
912,13,JONACATEPEC DE LEANDRO VALLE,17
913,14,MAZATEPEC,17
914,15,MIACATLÁN,17
915,16,OCUITUCO,17
916,17,PUENTE DE IXTLA,17
917,18,TEMIXCO,17
918,19,TEPALCINGO,17
919,20,TEPOZTLÁN,17
920,21,TETECALA,17
921,22,TETELA DEL VOLCÁN,17
922,23,TLALNEPANTLA,17
923,24,TLALTIZAPÁN DE ZAPATA,17
924,25,TLAQUILTENANGO,17
925,26,TLAYACAPAN,17
926,27,TOTOLAPAN,17
927,28,XOCHITEPEC,17
928,29,YAUTEPEC,17
929,30,YECAPIXTLA,17
930,31,ZACATEPEC,17
931,32,ZACUALPAN DE AMILPAS,17
932,33,TEMOAC,17
933,34,COATETELCO,17
934,35,XOXOCOTLA,17
935,1,ACAPONETA,18
936,2,AHUACATLÁN,18
937,3,AMATLÁN DE CAÑAS,18
938,4,COMPOSTELA,18
939,5,HUAJICORI,18
940,6,IXTLÁN DEL RÍO,18
941,7,JALA,18
942,8,XALISCO,18
943,9,DEL NAYAR,18
944,10,ROSAMORADA,18
945,11,RUÍZ,18
946,12,SAN BLAS,18
947,13,SAN PEDRO LAGUNILLAS,18
948,14,SANTA MARÍA DEL ORO,18
949,15,SANTIAGO IXCUINTLA,18
950,16,TECUALA,18
951,17,TEPIC,18
952,18,TUXPAN,18
953,19,LA YESCA,18
954,20,BAHÍA DE BANDERAS,18
955,1,ABASOLO,19
956,2,AGUALEGUAS,19
957,3,LOS ALDAMAS,19
958,4,ALLENDE,19
959,5,ANÁHUAC,19
960,6,APODACA,19
961,7,ARAMBERRI,19
962,8,BUSTAMANTE,19
963,9,CADEREYTA JIMÉNEZ,19
964,10,EL CARMEN,19
965,11,CERRALVO,19
966,12,CIÉNEGA DE FLORES,19
967,13,CHINA,19
968,14,DOCTOR ARROYO,19
969,15,DOCTOR COSS,19
970,16,DOCTOR GONZÁLEZ,19
971,17,GALEANA,19
972,18,GARCÍA,19
973,19,SAN PEDRO GARZA GARCÍA,19
974,20,GENERAL BRAVO,19
975,21,GENERAL ESCOBEDO,19
976,22,GENERAL TERÁN,19
977,23,GENERAL TREVIÑO,19
978,24,GENERAL ZARAGOZA,19
979,25,GENERAL ZUAZUA,19
980,26,GUADALUPE,19
981,27,LOS HERRERAS,19
982,28,HIGUERAS,19
983,29,HUALAHUISES,19
984,30,ITURBIDE,19
985,31,JUÁREZ,19
986,32,LAMPAZOS DE NARANJO,19
987,33,LINARES,19
988,34,MARÍN,19
989,35,MELCHOR OCAMPO,19
990,36,MIER Y NORIEGA,19
991,37,MINA,19
992,38,MONTEMORELOS,19
993,39,MONTERREY,19
994,40,PARÁS,19
995,41,PESQUERÍA,19
996,42,LOS RAMONES,19
997,43,RAYONES,19
998,44,SABINAS HIDALGO,19
999,45,SALINAS VICTORIA,19
1000,46,SAN NICOLÁS DE LOS GARZA,19
1001,47,HIDALGO,19
1002,48,SANTA CATARINA,19
1003,49,SANTIAGO,19
1004,50,VALLECILLO,19
1005,51,VILLALDAMA,19
1006,1,ABEJONES,20
1007,2,ACATLÁN DE PÉREZ FIGUEROA,20
1008,3,ASUNCIÓN CACALOTEPEC,20
1009,4,ASUNCIÓN CUYOTEPEJI,20
1010,5,ASUNCIÓN IXTALTEPEC,20
1011,6,ASUNCIÓN NOCHIXTLÁN,20
1012,7,ASUNCIÓN OCOTLÁN,20
1013,8,ASUNCIÓN TLACOLULITA,20
1014,9,AYOTZINTEPEC,20
1015,10,EL BARRIO DE LA SOLEDAD,20
1016,11,CALIHUALÁ,20
1017,12,CANDELARIA LOXICHA,20
1018,13,CIÉNEGA DE ZIMATLÁN,20
1019,14,CIUDAD IXTEPEC,20
1020,15,COATECAS ALTAS,20
1021,16,COICOYÁN DE LAS FLORES,20
1022,17,LA COMPAÑÍA,20
1023,18,CONCEPCIÓN BUENAVISTA,20
1024,19,CONCEPCIÓN PÁPALO,20
1025,20,CONSTANCIA DEL ROSARIO,20
1026,21,COSOLAPA,20
1027,22,COSOLTEPEC,20
1028,23,CUILÁPAM DE GUERRERO,20
1029,24,CUYAMECALCO VILLA DE ZARAGOZA,20
1030,25,CHAHUITES,20
1031,26,CHALCATONGO DE HIDALGO,20
1032,27,CHIQUIHUITLÁN DE BENITO JUÁREZ,20
1033,28,HEROICA CIUDAD DE EJUTLA DE CRESPO,20
1034,29,ELOXOCHITLÁN DE FLORES MAGÓN,20
1035,30,EL ESPINAL,20
1036,31,TAMAZULÁPAM DEL ESPÍRITU SANTO,20
1037,32,FRESNILLO DE TRUJANO,20
1038,33,GUADALUPE ETLA,20
1039,34,GUADALUPE DE RAMÍREZ,20
1040,35,GUELATAO DE JUÁREZ,20
1041,36,GUEVEA DE HUMBOLDT,20
1042,37,MESONES HIDALGO,20
1043,38,VILLA HIDALGO,20
1044,39,HEROICA CIUDAD DE HUAJUAPAN DE LEÓN,20
1045,40,HUAUTEPEC,20
1046,41,HUAUTLA DE JIMÉNEZ,20
1047,42,IXTLÁN DE JUÁREZ,20
1048,43,JUCHITÁN DE ZARAGOZA,20
1049,44,LOMA BONITA,20
1050,45,MAGDALENA APASCO,20
1051,46,MAGDALENA JALTEPEC,20
1052,47,SANTA MAGDALENA JICOTLÁN,20
1053,48,MAGDALENA MIXTEPEC,20
1054,49,MAGDALENA OCOTLÁN,20
1055,50,MAGDALENA PEÑASCO,20
1056,51,MAGDALENA TEITIPAC,20
1057,52,MAGDALENA TEQUISISTLÁN,20
1058,53,MAGDALENA TLACOTEPEC,20
1059,54,MAGDALENA ZAHUATLÁN,20
1060,55,MARISCALA DE JUÁREZ,20
1061,56,MÁRTIRES DE TACUBAYA,20
1062,57,MATÍAS ROMERO AVENDAÑO,20
1063,58,MAZATLÁN VILLA DE FLORES,20
1064,59,MIAHUATLÁN DE PORFIRIO DÍAZ,20
1065,60,MIXISTLÁN DE LA REFORMA,20
1066,61,MONJAS,20
1067,62,NATIVIDAD,20
1068,63,NAZARENO ETLA,20
1069,64,NEJAPA DE MADERO,20
1070,65,IXPANTEPEC NIEVES,20
1071,66,SANTIAGO NILTEPEC,20
1072,67,OAXACA DE JUÁREZ,20
1073,68,OCOTLÁN DE MORELOS,20
1074,69,LA PE,20
1075,70,PINOTEPA DE DON LUIS,20
1076,71,PLUMA HIDALGO,20
1077,72,SAN JOSÉ DEL PROGRESO,20
1078,73,PUTLA VILLA DE GUERRERO,20
1079,74,SANTA CATARINA QUIOQUITANI,20
1080,75,REFORMA DE PINEDA,20
1081,76,LA REFORMA,20
1082,77,REYES ETLA,20
1083,78,ROJAS DE CUAUHTÉMOC,20
1084,79,SALINA CRUZ,20
1085,80,SAN AGUSTÍN AMATENGO,20
1086,81,SAN AGUSTÍN ATENANGO,20
1087,82,SAN AGUSTÍN CHAYUCO,20
1088,83,SAN AGUSTÍN DE LAS JUNTAS,20
1089,84,SAN AGUSTÍN ETLA,20
1090,85,SAN AGUSTÍN LOXICHA,20
1091,86,SAN AGUSTÍN TLACOTEPEC,20
1092,87,SAN AGUSTÍN YATARENI,20
1093,88,SAN ANDRÉS CABECERA NUEVA,20
1094,89,SAN ANDRÉS DINICUITI,20
1095,90,SAN ANDRÉS HUAXPALTEPEC,20
1096,91,SAN ANDRÉS HUAYÁPAM,20
1097,92,SAN ANDRÉS IXTLAHUACA,20
1098,93,SAN ANDRÉS LAGUNAS,20
1099,94,SAN ANDRÉS NUXIÑO,20
1100,95,SAN ANDRÉS PAXTLÁN,20
1101,96,SAN ANDRÉS SINAXTLA,20
1102,97,SAN ANDRÉS SOLAGA,20
1103,98,SAN ANDRÉS TEOTILÁLPAM,20
1104,99,SAN ANDRÉS TEPETLAPA,20
1105,100,SAN ANDRÉS YAÁ,20
1106,101,SAN ANDRÉS ZABACHE,20
1107,102,SAN ANDRÉS ZAUTLA,20
1108,103,SAN ANTONINO CASTILLO VELASCO,20
1109,104,SAN ANTONINO EL ALTO,20
1110,105,SAN ANTONINO MONTE VERDE,20
1111,106,SAN ANTONIO ACUTLA,20
1112,107,SAN ANTONIO DE LA CAL,20
1113,108,SAN ANTONIO HUITEPEC,20
1114,109,SAN ANTONIO NANAHUATÍPAM,20
1115,110,SAN ANTONIO SINICAHUA,20
1116,111,SAN ANTONIO TEPETLAPA,20
1117,112,SAN BALTAZAR CHICHICÁPAM,20
1118,113,SAN BALTAZAR LOXICHA,20
1119,114,SAN BALTAZAR YATZACHI EL BAJO,20
1120,115,SAN BARTOLO COYOTEPEC,20
1121,116,SAN BARTOLOMÉ AYAUTLA,20
1122,117,SAN BARTOLOMÉ LOXICHA,20
1123,118,SAN BARTOLOMÉ QUIALANA,20
1124,119,SAN BARTOLOMÉ YUCUAÑE,20
1125,120,SAN BARTOLOMÉ ZOOGOCHO,20
1126,121,SAN BARTOLO SOYALTEPEC,20
1127,122,SAN BARTOLO YAUTEPEC,20
1128,123,SAN BERNARDO MIXTEPEC,20
1129,124,SAN BLAS ATEMPA,20
1130,125,SAN CARLOS YAUTEPEC,20
1131,126,SAN CRISTÓBAL AMATLÁN,20
1132,127,SAN CRISTÓBAL AMOLTEPEC,20
1133,128,SAN CRISTÓBAL LACHIRIOAG,20
1134,129,SAN CRISTÓBAL SUCHIXTLAHUACA,20
1135,130,SAN DIONISIO DEL MAR,20
1136,131,SAN DIONISIO OCOTEPEC,20
1137,132,SAN DIONISIO OCOTLÁN,20
1138,133,SAN ESTEBAN ATATLAHUCA,20
1139,134,SAN FELIPE JALAPA DE DÍAZ,20
1140,135,SAN FELIPE TEJALÁPAM,20
1141,136,SAN FELIPE USILA,20
1142,137,SAN FRANCISCO CAHUACUÁ,20
1143,138,SAN FRANCISCO CAJONOS,20
1144,139,SAN FRANCISCO CHAPULAPA,20
1145,140,SAN FRANCISCO CHINDÚA,20
1146,141,SAN FRANCISCO DEL MAR,20
1147,142,SAN FRANCISCO HUEHUETLÁN,20
1148,143,SAN FRANCISCO IXHUATÁN,20
1149,144,SAN FRANCISCO JALTEPETONGO,20
1150,145,SAN FRANCISCO LACHIGOLÓ,20
1151,146,SAN FRANCISCO LOGUECHE,20
1152,147,SAN FRANCISCO NUXAÑO,20
1153,148,SAN FRANCISCO OZOLOTEPEC,20
1154,149,SAN FRANCISCO SOLA,20
1155,150,SAN FRANCISCO TELIXTLAHUACA,20
1156,151,SAN FRANCISCO TEOPAN,20
1157,152,SAN FRANCISCO TLAPANCINGO,20
1158,153,SAN GABRIEL MIXTEPEC,20
1159,154,SAN ILDEFONSO AMATLÁN,20
1160,155,SAN ILDEFONSO SOLA,20
1161,156,SAN ILDEFONSO VILLA ALTA,20
1162,157,SAN JACINTO AMILPAS,20
1163,158,SAN JACINTO TLACOTEPEC,20
1164,159,SAN JERÓNIMO COATLÁN,20
1165,160,SAN JERÓNIMO SILACAYOAPILLA,20
1166,161,SAN JERÓNIMO SOSOLA,20
1167,162,SAN JERÓNIMO TAVICHE,20
1168,163,SAN JERÓNIMO TECÓATL,20
1169,164,SAN JORGE NUCHITA,20
1170,165,SAN JOSÉ AYUQUILA,20
1171,166,SAN JOSÉ CHILTEPEC,20
1172,167,SAN JOSÉ DEL PEÑASCO,20
1173,168,SAN JOSÉ ESTANCIA GRANDE,20
1174,169,SAN JOSÉ INDEPENDENCIA,20
1175,170,SAN JOSÉ LACHIGUIRI,20
1176,171,SAN JOSÉ TENANGO,20
1177,172,SAN JUAN ACHIUTLA,20
1178,173,SAN JUAN ATEPEC,20
1179,174,ÁNIMAS TRUJANO,20
1180,175,SAN JUAN BAUTISTA ATATLAHUCA,20
1181,176,SAN JUAN BAUTISTA COIXTLAHUACA,20
1182,177,SAN JUAN BAUTISTA CUICATLÁN,20
1183,178,SAN JUAN BAUTISTA GUELACHE,20
1184,179,SAN JUAN BAUTISTA JAYACATLÁN,20
1185,180,SAN JUAN BAUTISTA LO DE SOTO,20
1186,181,SAN JUAN BAUTISTA SUCHITEPEC,20
1187,182,SAN JUAN BAUTISTA TLACOATZINTEPEC,20
1188,183,SAN JUAN BAUTISTA TLACHICHILCO,20
1189,184,SAN JUAN BAUTISTA TUXTEPEC,20
1190,185,SAN JUAN CACAHUATEPEC,20
1191,186,SAN JUAN CIENEGUILLA,20
1192,187,SAN JUAN COATZÓSPAM,20
1193,188,SAN JUAN COLORADO,20
1194,189,SAN JUAN COMALTEPEC,20
1195,190,SAN JUAN COTZOCÓN,20
1196,191,SAN JUAN CHICOMEZÚCHIL,20
1197,192,SAN JUAN CHILATECA,20
1198,193,SAN JUAN DEL ESTADO,20
1199,194,SAN JUAN DEL RÍO,20
1200,195,SAN JUAN DIUXI,20
1201,196,SAN JUAN EVANGELISTA ANALCO,20
1202,197,SAN JUAN GUELAVÍA,20
1203,198,SAN JUAN GUICHICOVI,20
1204,199,SAN JUAN IHUALTEPEC,20
1205,200,SAN JUAN JUQUILA MIXES,20
1206,201,SAN JUAN JUQUILA VIJANOS,20
1207,202,SAN JUAN LACHAO,20
1208,203,SAN JUAN LACHIGALLA,20
1209,204,SAN JUAN LAJARCIA,20
1210,205,SAN JUAN LALANA,20
1211,206,SAN JUAN DE LOS CUÉS,20
1212,207,SAN JUAN MAZATLÁN,20
1213,208,SAN JUAN MIXTEPEC,20
1214,209,SAN JUAN MIXTEPEC,20
1215,210,SAN JUAN ÑUMÍ,20
1216,211,SAN JUAN OZOLOTEPEC,20
1217,212,SAN JUAN PETLAPA,20
1218,213,SAN JUAN QUIAHIJE,20
1219,214,SAN JUAN QUIOTEPEC,20
1220,215,SAN JUAN SAYULTEPEC,20
1221,216,SAN JUAN TABAÁ,20
1222,217,SAN JUAN TAMAZOLA,20
1223,218,SAN JUAN TEITA,20
1224,219,SAN JUAN TEITIPAC,20
1225,220,SAN JUAN TEPEUXILA,20
1226,221,SAN JUAN TEPOSCOLULA,20
1227,222,SAN JUAN YAEÉ,20
1228,223,SAN JUAN YATZONA,20
1229,224,SAN JUAN YUCUITA,20
1230,225,SAN LORENZO,20
1231,226,SAN LORENZO ALBARRADAS,20
1232,227,SAN LORENZO CACAOTEPEC,20
1233,228,SAN LORENZO CUAUNECUILTITLA,20
1234,229,SAN LORENZO TEXMELÚCAN,20
1235,230,SAN LORENZO VICTORIA,20
1236,231,SAN LUCAS CAMOTLÁN,20
1237,232,SAN LUCAS OJITLÁN,20
1238,233,SAN LUCAS QUIAVINÍ,20
1239,234,SAN LUCAS ZOQUIÁPAM,20
1240,235,SAN LUIS AMATLÁN,20
1241,236,SAN MARCIAL OZOLOTEPEC,20
1242,237,SAN MARCOS ARTEAGA,20
1243,238,SAN MARTÍN DE LOS CANSECOS,20
1244,239,SAN MARTÍN HUAMELÚLPAM,20
1245,240,SAN MARTÍN ITUNYOSO,20
1246,241,SAN MARTÍN LACHILÁ,20
1247,242,SAN MARTÍN PERAS,20
1248,243,SAN MARTÍN TILCAJETE,20
1249,244,SAN MARTÍN TOXPALAN,20
1250,245,SAN MARTÍN ZACATEPEC,20
1251,246,SAN MATEO CAJONOS,20
1252,247,CAPULÁLPAM DE MÉNDEZ,20
1253,248,SAN MATEO DEL MAR,20
1254,249,SAN MATEO YOLOXOCHITLÁN,20
1255,250,SAN MATEO ETLATONGO,20
1256,251,SAN MATEO NEJÁPAM,20
1257,252,SAN MATEO PEÑASCO,20
1258,253,SAN MATEO PIÑAS,20
1259,254,SAN MATEO RÍO HONDO,20
1260,255,SAN MATEO SINDIHUI,20
1261,256,SAN MATEO TLAPILTEPEC,20
1262,257,SAN MELCHOR BETAZA,20
1263,258,SAN MIGUEL ACHIUTLA,20
1264,259,SAN MIGUEL AHUEHUETITLÁN,20
1265,260,SAN MIGUEL ALOÁPAM,20
1266,261,SAN MIGUEL AMATITLÁN,20
1267,262,SAN MIGUEL AMATLÁN,20
1268,263,SAN MIGUEL COATLÁN,20
1269,264,SAN MIGUEL CHICAHUA,20
1270,265,SAN MIGUEL CHIMALAPA,20
1271,266,SAN MIGUEL DEL PUERTO,20
1272,267,SAN MIGUEL DEL RÍO,20
1273,268,SAN MIGUEL EJUTLA,20
1274,269,SAN MIGUEL EL GRANDE,20
1275,270,SAN MIGUEL HUAUTLA,20
1276,271,SAN MIGUEL MIXTEPEC,20
1277,272,SAN MIGUEL PANIXTLAHUACA,20
1278,273,SAN MIGUEL PERAS,20
1279,274,SAN MIGUEL PIEDRAS,20
1280,275,SAN MIGUEL QUETZALTEPEC,20
1281,276,SAN MIGUEL SANTA FLOR,20
1282,277,VILLA SOLA DE VEGA,20
1283,278,SAN MIGUEL SOYALTEPEC,20
1284,279,SAN MIGUEL SUCHIXTEPEC,20
1285,280,VILLA TALEA DE CASTRO,20
1286,281,SAN MIGUEL TECOMATLÁN,20
1287,282,SAN MIGUEL TENANGO,20
1288,283,SAN MIGUEL TEQUIXTEPEC,20
1289,284,SAN MIGUEL TILQUIÁPAM,20
1290,285,SAN MIGUEL TLACAMAMA,20
1291,286,SAN MIGUEL TLACOTEPEC,20
1292,287,SAN MIGUEL TULANCINGO,20
1293,288,SAN MIGUEL YOTAO,20
1294,289,SAN NICOLÁS,20
1295,290,SAN NICOLÁS HIDALGO,20
1296,291,SAN PABLO COATLÁN,20
1297,292,SAN PABLO CUATRO VENADOS,20
1298,293,SAN PABLO ETLA,20
1299,294,SAN PABLO HUITZO,20
1300,295,SAN PABLO HUIXTEPEC,20
1301,296,SAN PABLO MACUILTIANGUIS,20
1302,297,SAN PABLO TIJALTEPEC,20
1303,298,SAN PABLO VILLA DE MITLA,20
1304,299,SAN PABLO YAGANIZA,20
1305,300,SAN PEDRO AMUZGOS,20
1306,301,SAN PEDRO APÓSTOL,20
1307,302,SAN PEDRO ATOYAC,20
1308,303,SAN PEDRO CAJONOS,20
1309,304,SAN PEDRO COXCALTEPEC CÁNTAROS,20
1310,305,SAN PEDRO COMITANCILLO,20
1311,306,SAN PEDRO EL ALTO,20
1312,307,SAN PEDRO HUAMELULA,20
1313,308,SAN PEDRO HUILOTEPEC,20
1314,309,SAN PEDRO IXCATLÁN,20
1315,310,SAN PEDRO IXTLAHUACA,20
1316,311,SAN PEDRO JALTEPETONGO,20
1317,312,SAN PEDRO JICAYÁN,20
1318,313,SAN PEDRO JOCOTIPAC,20
1319,314,SAN PEDRO JUCHATENGO,20
1320,315,SAN PEDRO MÁRTIR,20
1321,316,SAN PEDRO MÁRTIR QUIECHAPA,20
1322,317,SAN PEDRO MÁRTIR YUCUXACO,20
1323,318,SAN PEDRO MIXTEPEC,20
1324,319,SAN PEDRO MIXTEPEC,20
1325,320,SAN PEDRO MOLINOS,20
1326,321,SAN PEDRO NOPALA,20
1327,322,SAN PEDRO OCOPETATILLO,20
1328,323,SAN PEDRO OCOTEPEC,20
1329,324,SAN PEDRO POCHUTLA,20
1330,325,SAN PEDRO QUIATONI,20
1331,326,SAN PEDRO SOCHIÁPAM,20
1332,327,SAN PEDRO TAPANATEPEC,20
1333,328,SAN PEDRO TAVICHE,20
1334,329,SAN PEDRO TEOZACOALCO,20
1335,330,SAN PEDRO TEUTILA,20
1336,331,SAN PEDRO TIDAÁ,20
1337,332,SAN PEDRO TOPILTEPEC,20
1338,333,SAN PEDRO TOTOLÁPAM,20
1339,334,VILLA DE TUTUTEPEC,20
1340,335,SAN PEDRO YANERI,20
1341,336,SAN PEDRO YÓLOX,20
1342,337,SAN PEDRO Y SAN PABLO AYUTLA,20
1343,338,VILLA DE ETLA,20
1344,339,SAN PEDRO Y SAN PABLO TEPOSCOLULA,20
1345,340,SAN PEDRO Y SAN PABLO TEQUIXTEPEC,20
1346,341,SAN PEDRO YUCUNAMA,20
1347,342,SAN RAYMUNDO JALPAN,20
1348,343,SAN SEBASTIÁN ABASOLO,20
1349,344,SAN SEBASTIÁN COATLÁN,20
1350,345,SAN SEBASTIÁN IXCAPA,20
1351,346,SAN SEBASTIÁN NICANANDUTA,20
1352,347,SAN SEBASTIÁN RÍO HONDO,20
1353,348,SAN SEBASTIÁN TECOMAXTLAHUACA,20
1354,349,SAN SEBASTIÁN TEITIPAC,20
1355,350,SAN SEBASTIÁN TUTLA,20
1356,351,SAN SIMÓN ALMOLONGAS,20
1357,352,SAN SIMÓN ZAHUATLÁN,20
1358,353,SANTA ANA,20
1359,354,SANTA ANA ATEIXTLAHUACA,20
1360,355,SANTA ANA CUAUHTÉMOC,20
1361,356,SANTA ANA DEL VALLE,20
1362,357,SANTA ANA TAVELA,20
1363,358,SANTA ANA TLAPACOYAN,20
1364,359,SANTA ANA YARENI,20
1365,360,SANTA ANA ZEGACHE,20
1366,361,SANTA CATALINA QUIERÍ,20
1367,362,SANTA CATARINA CUIXTLA,20
1368,363,SANTA CATARINA IXTEPEJI,20
1369,364,SANTA CATARINA JUQUILA,20
1370,365,SANTA CATARINA LACHATAO,20
1371,366,SANTA CATARINA LOXICHA,20
1372,367,SANTA CATARINA MECHOACÁN,20
1373,368,SANTA CATARINA MINAS,20
1374,369,SANTA CATARINA QUIANÉ,20
1375,370,SANTA CATARINA TAYATA,20
1376,371,SANTA CATARINA TICUÁ,20
1377,372,SANTA CATARINA YOSONOTÚ,20
1378,373,SANTA CATARINA ZAPOQUILA,20
1379,374,SANTA CRUZ ACATEPEC,20
1380,375,SANTA CRUZ AMILPAS,20
1381,376,SANTA CRUZ DE BRAVO,20
1382,377,SANTA CRUZ ITUNDUJIA,20
1383,378,SANTA CRUZ MIXTEPEC,20
1384,379,SANTA CRUZ NUNDACO,20
1385,380,SANTA CRUZ PAPALUTLA,20
1386,381,SANTA CRUZ TACACHE DE MINA,20
1387,382,SANTA CRUZ TACAHUA,20
1388,383,SANTA CRUZ TAYATA,20
1389,384,SANTA CRUZ XITLA,20
1390,385,SANTA CRUZ XOXOCOTLÁN,20
1391,386,SANTA CRUZ ZENZONTEPEC,20
1392,387,SANTA GERTRUDIS,20
1393,388,SANTA INÉS DEL MONTE,20
1394,389,SANTA INÉS YATZECHE,20
1395,390,SANTA LUCÍA DEL CAMINO,20
1396,391,SANTA LUCÍA MIAHUATLÁN,20
1397,392,SANTA LUCÍA MONTEVERDE,20
1398,393,SANTA LUCÍA OCOTLÁN,20
1399,394,SANTA MARÍA ALOTEPEC,20
1400,395,SANTA MARÍA APAZCO,20
1401,396,SANTA MARÍA LA ASUNCIÓN,20
1402,397,HEROICA CIUDAD DE TLAXIACO,20
1403,398,AYOQUEZCO DE ALDAMA,20
1404,399,SANTA MARÍA ATZOMPA,20
1405,400,SANTA MARÍA CAMOTLÁN,20
1406,401,SANTA MARÍA COLOTEPEC,20
1407,402,SANTA MARÍA CORTIJO,20
1408,403,SANTA MARÍA COYOTEPEC,20
1409,404,SANTA MARÍA CHACHOÁPAM,20
1410,405,VILLA DE CHILAPA DE DÍAZ,20
1411,406,SANTA MARÍA CHILCHOTLA,20
1412,407,SANTA MARÍA CHIMALAPA,20
1413,408,SANTA MARÍA DEL ROSARIO,20
1414,409,SANTA MARÍA DEL TULE,20
1415,410,SANTA MARÍA ECATEPEC,20
1416,411,SANTA MARÍA GUELACÉ,20
1417,412,SANTA MARÍA GUIENAGATI,20
1418,413,SANTA MARÍA HUATULCO,20
1419,414,SANTA MARÍA HUAZOLOTITLÁN,20
1420,415,SANTA MARÍA IPALAPA,20
1421,416,SANTA MARÍA IXCATLÁN,20
1422,417,SANTA MARÍA JACATEPEC,20
1423,418,SANTA MARÍA JALAPA DEL MARQUÉS,20
1424,419,SANTA MARÍA JALTIANGUIS,20
1425,420,SANTA MARÍA LACHIXÍO,20
1426,421,SANTA MARÍA MIXTEQUILLA,20
1427,422,SANTA MARÍA NATIVITAS,20
1428,423,SANTA MARÍA NDUAYACO,20
1429,424,SANTA MARÍA OZOLOTEPEC,20
1430,425,SANTA MARÍA PÁPALO,20
1431,426,SANTA MARÍA PEÑOLES,20
1432,427,SANTA MARÍA PETAPA,20
1433,428,SANTA MARÍA QUIEGOLANI,20
1434,429,SANTA MARÍA SOLA,20
1435,430,SANTA MARÍA TATALTEPEC,20
1436,431,SANTA MARÍA TECOMAVACA,20
1437,432,SANTA MARÍA TEMAXCALAPA,20
1438,433,SANTA MARÍA TEMAXCALTEPEC,20
1439,434,SANTA MARÍA TEOPOXCO,20
1440,435,SANTA MARÍA TEPANTLALI,20
1441,436,SANTA MARÍA TEXCATITLÁN,20
1442,437,SANTA MARÍA TLAHUITOLTEPEC,20
1443,438,SANTA MARÍA TLALIXTAC,20
1444,439,SANTA MARÍA TONAMECA,20
1445,440,SANTA MARÍA TOTOLAPILLA,20
1446,441,SANTA MARÍA XADANI,20
1447,442,SANTA MARÍA YALINA,20
1448,443,SANTA MARÍA YAVESÍA,20
1449,444,SANTA MARÍA YOLOTEPEC,20
1450,445,SANTA MARÍA YOSOYÚA,20
1451,446,SANTA MARÍA YUCUHITI,20
1452,447,SANTA MARÍA ZACATEPEC,20
